"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government"
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company && McVeagh_of_the_South_Seas | distributor | Alliance_Films_Corporation
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company && McVeagh_of_the_South_Seas | distributor | Alliance_Films_Corporation
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company && McVeagh_of_the_South_Seas | distributor | Alliance_Films_Corporation
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico
"Hypermarcas | location | São_Paulo && Brazil | leaderTitle | ""President of the Supreme Federal Court"" && Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | product | Healthcare"
"Hypermarcas | location | São_Paulo && Brazil | leaderTitle | ""President of the Supreme Federal Court"" && Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | product | Healthcare"
"Hypermarcas | location | São_Paulo && Brazil | leaderTitle | ""President of the Supreme Federal Court"" && Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | product | Healthcare"
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Condensed_milk && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Condensed_milk && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Condensed_milk && Bionico | country | Mexico
Liselotte_Grschebina | nationality | Israel && Israel | areaTotal | 20769100000.0 && Israel | officialLanguage | Modern_Standard_Arabic && Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart
Liselotte_Grschebina | nationality | Israel && Israel | areaTotal | 20769100000.0 && Israel | officialLanguage | Modern_Standard_Arabic && Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart
Liselotte_Grschebina | nationality | Israel && Israel | areaTotal | 20769100000.0 && Israel | officialLanguage | Modern_Standard_Arabic && Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart
Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate
Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate
Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | producer | Sarah_Teale
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | producer | Sarah_Teale
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | producer | Sarah_Teale
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | productionEndYear | 1997 && Pontiac_Rageous | manufacturer | Pontiac
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | productionEndYear | 1997 && Pontiac_Rageous | manufacturer | Pontiac
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | productionEndYear | 1997 && Pontiac_Rageous | manufacturer | Pontiac
Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone
Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone
Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone
"Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
"Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
"Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878)
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878)
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878)
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | tenant | Mason_School_of_Business && Alan_B._Miller_Hall | owner | College_of_William_&_Mary"
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | tenant | Mason_School_of_Business && Alan_B._Miller_Hall | owner | College_of_William_&_Mary"
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | tenant | Mason_School_of_Business && Alan_B._Miller_Hall | owner | College_of_William_&_Mary"
It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && John_Mills | deathYear | 2005
It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && John_Mills | deathYear | 2005
It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && John_Mills | deathYear | 2005
Hypermarcas | netIncome | 108600000 && Hypermarcas | product | Healthcare && Hypermarcas | product | Cosmetics && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | revenue | 1800000000
Hypermarcas | netIncome | 108600000 && Hypermarcas | product | Healthcare && Hypermarcas | product | Cosmetics && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | revenue | 1800000000
Hypermarcas | netIncome | 108600000 && Hypermarcas | product | Healthcare && Hypermarcas | product | Cosmetics && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | revenue | 1800000000
Super_Capers | distributor | Roadside_Attractions && Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate && Super_Capers | language | English_language && English_language | iso6391Code | en
Super_Capers | distributor | Roadside_Attractions && Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate && Super_Capers | language | English_language && English_language | iso6391Code | en
Super_Capers | distributor | Roadside_Attractions && Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate && Super_Capers | language | English_language && English_language | iso6391Code | en
"Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
"Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | leader | Juan_Nolasco
Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | leader | Juan_Nolasco
Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | leader | Juan_Nolasco
"Acharya_Institute_of_Technology | numberOfPostgraduateStudents | ""700""^^xsd:nonNegativeInteger && Acharya_Institute_of_Technology | affiliations | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | postgrad | ""~700""@en && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | numberOfPostgraduateStudents | 700"
"Acharya_Institute_of_Technology | numberOfPostgraduateStudents | ""700""^^xsd:nonNegativeInteger && Acharya_Institute_of_Technology | affiliations | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | postgrad | ""~700""@en && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | numberOfPostgraduateStudents | 700"
"Acharya_Institute_of_Technology | numberOfPostgraduateStudents | ""700""^^xsd:nonNegativeInteger && Acharya_Institute_of_Technology | affiliations | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | postgrad | ""~700""@en && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | numberOfPostgraduateStudents | 700"
Super_Capers | editing | Stacy_Katzman && Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | runtime | 98.0
Super_Capers | editing | Stacy_Katzman && Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | runtime | 98.0
Super_Capers | editing | Stacy_Katzman && Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | runtime | 98.0
Super_Capers | language | English_language && English_language | spokenIn | Great_Britain && Super_Capers | starring | Michael_Rooker && Tom_Sizemore | activeYearsStartYear | 1989-01-01 && Super_Capers | starring | Tom_Sizemore
Super_Capers | language | English_language && English_language | spokenIn | Great_Britain && Super_Capers | starring | Michael_Rooker && Tom_Sizemore | activeYearsStartYear | 1989-01-01 && Super_Capers | starring | Tom_Sizemore
Super_Capers | language | English_language && English_language | spokenIn | Great_Britain && Super_Capers | starring | Michael_Rooker && Tom_Sizemore | activeYearsStartYear | 1989-01-01 && Super_Capers | starring | Tom_Sizemore
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Sour_cream && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Sour_cream && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Sour_cream && Bionico | country | Mexico
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon && University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France
University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon && University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 4349.0 && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 4349.0 && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0 && Alcobendas | country | Spain
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0 && Alcobendas | country | Spain
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0 && Alcobendas | country | Spain
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | director | Harold_French && English_Without_Tears | editing | Alan_Jaggs
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | director | Harold_French && English_Without_Tears | editing | Alan_Jaggs
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | director | Harold_French && English_Without_Tears | editing | Alan_Jaggs
Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | type | S.A._(corporation)
Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | type | S.A._(corporation)
Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | type | S.A._(corporation)
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Raisin && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Raisin && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Raisin && Bionico | country | Mexico
Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | isPartOf | Morelos
Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | isPartOf | Morelos
Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | isPartOf | Morelos
"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && MotorSport_Vision | city | Longfield && MotorSport_Vision | city | Kent && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | location | Thurleigh
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && MotorSport_Vision | city | Longfield && MotorSport_Vision | city | Kent && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | location | Thurleigh
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && MotorSport_Vision | city | Longfield && MotorSport_Vision | city | Kent && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | location | Thurleigh
English_Without_Tears | runtime | 89.0 && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles
English_Without_Tears | runtime | 89.0 && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles
"Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | deathPlace | Petah_Tikva && Israel | populationDensity | 387.63 && Israel | longName | ""State of Israel"" && Liselotte_Grschebina | nationality | Israel"
"Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | deathPlace | Petah_Tikva && Israel | populationDensity | 387.63 && Israel | longName | ""State of Israel"" && Liselotte_Grschebina | nationality | Israel"
