"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | United_States && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | United_States && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | United_States && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | 1995"
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | editing | Max_Benedict
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | editing | Max_Benedict
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | editing | Max_Benedict
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurfaceType | Concrete
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwaySurfaceType | Concrete
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | productionEndYear | 1997 && Pontiac_Rageous | bodyStyle | Coupe && Pontiac_Rageous | manufacturer | Pontiac
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | productionEndYear | 1997 && Pontiac_Rageous | bodyStyle | Coupe && Pontiac_Rageous | manufacturer | Pontiac
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | productionEndYear | 1997 && Pontiac_Rageous | bodyStyle | Coupe && Pontiac_Rageous | manufacturer | Pontiac
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Cookie && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Cookie && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Cookie && Bionico | country | Mexico
"Acharya_Institute_of_Technology | country | ""India""@en && Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | state | Karnataka"
"Acharya_Institute_of_Technology | country | ""India""@en && Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | state | Karnataka"
"Acharya_Institute_of_Technology | country | ""India""@en && Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | state | Karnataka"
Aaron_Turner | hometown | Massachusetts && Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
Aaron_Turner | hometown | Massachusetts && Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
Aaron_Turner | hometown | Massachusetts && Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | isPartOf | Morelos"
"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | isPartOf | Morelos"
"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | isPartOf | Morelos"
Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico
Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico
Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Granola && Dessert | dishVariation | Cookie && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Granola && Dessert | dishVariation | Cookie && Bionico | country | Mexico
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | runtime | 83.0
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | runtime | 83.0
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | runtime | 83.0
Hypermarcas | industry | Pharmaceuticals && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000 && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | product | Healthcare
Hypermarcas | industry | Pharmaceuticals && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000 && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | product | Healthcare
Hypermarcas | industry | Pharmaceuticals && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000 && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | product | Healthcare
"Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | Massachusetts && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | activeYearsStartYear | 1995"
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 4349.0 && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Madrid | country | Spain
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 4349.0 && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Madrid | country | Spain
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 4349.0 && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Madrid | country | Spain
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | producer | Sarah_Teale
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | producer | Sarah_Teale
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | producer | Sarah_Teale
"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwayName | ""08/26"""
"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwayName | ""08/26"""
"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | runwayName | ""08/26"""
"Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | president | ""B.M. Reddy""@en && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | president | ""B.M. Reddy"""
"Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | president | ""B.M. Reddy""@en && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | president | ""B.M. Reddy"""
"Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | president | ""B.M. Reddy""@en && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | president | ""B.M. Reddy"""
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | state | ""Pennsylvania"" && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | birthPlace | German_Empire
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | birthPlace | German_Empire
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | birthPlace | German_Empire
"Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico"
"Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico"
"Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico"
"Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000"
"Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000"
"Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | country | ""India"" && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | populationDensity | 1604.0
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | populationDensity | 1604.0
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | populationDensity | 1604.0
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | director | Harold_French && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | director | Harold_French && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald
